statename|url|website|activity_level|activity_level_label|weekend|season|weeknumber,,,
Florida|http://www.floridahealth.gov/diseases-and-conditions/influenza/index.html |Weekly Influenza Surveillance Reports|4|Low|Mar-04-2017|2016-17|9,,,
Hawaii|http://health.hawaii.gov/docd/resources/reports/influenza-reports/|Hawaii's Influenza Surveillance Program|4|Low|Feb-25-2017|2016-17|8,,,
Colorado|https://www.colorado.gov/pacific/cdphe/influenza|Influenza Surveillance|4|Low|Mar-11-2017|2016-17|10,,,
Connecticut|http://www.portal.ct.gov/DPH/Infectious-Diseases/Flu/Influenza-Surveillance-and-Statistics|Flu Statistics|4|Low|Mar-11-2017|2016-17|10,,,
Minnesota|http://www.health.state.mn.us/divs/idepc/diseases/flu/stats/index.html|Weekly Influenza Activity: Statistics|4|Low|Mar-04-2017|2016-17|9,,,
Ohio|http://www.flu.ohio.gov |Influenza Information|4|Low|Mar-04-2017|2016-17|9,,,
Oregon|http://public.health.oregon.gov/DiseasesConditions/CommunicableDisease/DiseaseSurveillanceData/Influenza/Pages/surveil.aspx|Influenza Disease Surveillance Data|4|Low|Mar-04-2017|2016-17|9,,,
Pennsylvania|http://www.flufreepa.com|Influenza Weekly Report |4|Low|Mar-11-2017|2016-17|10,,,
Florida|http://www.floridahealth.gov/diseases-and-conditions/influenza/index.html |Weekly Influenza Surveillance Reports|4|Low|Mar-11-2017|2016-17|10,,,
Minnesota|http://www.health.state.mn.us/divs/idepc/diseases/flu/stats/index.html|Weekly Influenza Activity: Statistics|4|Low|Mar-18-2017|2016-17|11,,,
Wyoming|https://health.wyo.gov/publichealth/infectious-disease-epidemiology-unit/disease/influenza/|Influenza|4|Low|Mar-11-2017|2016-17|10,,,
West Virginia|http://www.dhhr.wv.gov/oeps/disease/flu/Pages/fluSurveillance.aspx|Current Influenza Surveillance|4|Low|Mar-11-2017|2016-17|10,,,
California|https://www.cdph.ca.gov/Programs/CID/DCDC/Pages/Immunization/Influenza.aspx|Influenza (Flu)|4|Low|Mar-18-2017|2016-17|11,,,
Arizona|http://www.azdhs.gov/phs/oids/epi/flu/index.htm|Influenza & RSV Surveillance|4|Low|Mar-18-2017|2016-17|11,,,
New York|http://www.health.ny.gov/diseases/communicable/influenza/surveillance/|Influenza Activity, Surveillance and Reports|4|Low|Mar-18-2017|2016-17|11,,
Missouri|http://health.mo.gov/living/healthcondiseases/communicable/influenza/reports.php|Influenza Data & Statistical Reports |4|Low|Mar-18-2017|2016-17|11,,,
Arizona|http://www.azdhs.gov/phs/oids/epi/flu/index.htm|Influenza & RSV Surveillance|4|Low|Mar-25-2017|2016-17|12,,,
Massachusetts|https://www.mass.gov/influenza|Influenza Surveillance Data|4|Low|Mar-25-2017|2016-17|12,,,
New York|http://www.health.ny.gov/diseases/communicable/influenza/surveillance/|Influenza Activity, Surveillance and Reports|4|Low|Mar-25-2017|2016-17|12,,
West Virginia|http://www.dhhr.wv.gov/oeps/disease/flu/Pages/fluSurveillance.aspx|Current Influenza Surveillance|4|Low|Mar-25-2017|2016-17|12,,,
Arizona|http://www.azdhs.gov/phs/oids/epi/flu/index.htm|Influenza & RSV Surveillance|4|Low|Apr-01-2017|2016-17|13,,,
Massachusetts|https://www.mass.gov/influenza|Influenza Surveillance Data|4|Low|Apr-01-2017|2016-17|13,,,
Minnesota|http://www.health.state.mn.us/divs/idepc/diseases/flu/stats/index.html|Weekly Influenza Activity: Statistics|4|Low|Apr-01-2017|2016-17|13,,,
Mississippi|http://www.msdh.state.ms.us/msdhsite/_static/14,0,199,230.html|Mississippi Flu Surveillance and Influenza-Like Illness Reports|4|Low|Apr-01-2017|2016-17|13
Kansas|http://www.kdheks.gov/flu/surveillance.htm|Influenza Information|4|Low|Apr-01-2017|2016-17|13,,,
Illinois|http://dph.illinois.gov/topics-services/diseases-and-conditions/influenza/influenza-surveillance#publications|Seasonal Influenza Surveillance Reports|4|Low|Apr-01-2017|2016-17|13,,,
Arizona|http://www.azdhs.gov/phs/oids/epi/flu/index.htm|Influenza & RSV Surveillance|4|Low|Apr-08-2017|2016-17|14,,,
Colorado|https://www.colorado.gov/pacific/cdphe/influenza|Influenza Surveillance|4|Low|Apr-08-2017|2016-17|14,,,
New York City|http://www1.nyc.gov/site/doh/providers/health-topics/flu-alerts.page|Surveillance Data|4|Low|Apr-01-2017|2016-17|13,,,
Alabama|http://adph.org/influenza/|Influenza Surveillance|4|Low|Apr-08-2017|2016-17|14,,,
Louisiana|http://new.dhh.louisiana.gov/index.cfm/page/1591|Influenza|4|Low|Apr-08-2017|2016-17|14,,,
Indiana|http://www.in.gov/isdh/22104.htm|Influenza in Indiana|4|Low|Apr-08-2017|2016-17|14,,,
Minnesota|http://www.health.state.mn.us/divs/idepc/diseases/flu/stats/index.html|Weekly Influenza Activity: Statistics|4|Low|Apr-08-2017|2016-17|14,,,
Massachusetts|https://www.mass.gov/influenza|Influenza Surveillance Data|4|Low|Apr-08-2017|2016-17|14,,,
New Hampshire|http://www.dhhs.nh.gov/dphs/cdcs/influenza/activity.htm|Influenza Control and Surveillance|4|Low|Apr-08-2017|2016-17|14,,,
New Jersey|http://www.nj.gov/health/cd/topics/flu.shtml|Seasonal Influenza - Surveillance|4|Low|Apr-08-2017|2016-17|14,,,
North Carolina|http://www.flu.nc.gov/ |North Carolina Influenza Update|4|Low|Apr-08-2017|2016-17|14,,,
Kentucky|https://chfs.ky.gov/agencies/dph/dehp/idb/Pages/influenza.aspx|Influenza - Flu|4|Low|Apr-15-2017|2016-17|15,,,
Mississippi|http://www.msdh.state.ms.us/msdhsite/_static/14,0,199,230.html|Mississippi Flu Surveillance and Influenza-Like Illness Reports|4|Low|Apr-15-2017|2016-17|15
New York City|http://www1.nyc.gov/site/doh/providers/health-topics/flu-alerts.page|Surveillance Data|4|Low|Apr-08-2017|2016-17|14,,,
Georgia|https://dph.georgia.gov/flu-activity-georgia|Weekly Influenza Surveillance in Georgia|4|Low|Apr-15-2017|2016-17|15,,,
New York City|http://www1.nyc.gov/site/doh/providers/health-topics/flu-alerts.page|Surveillance Data|4|Low|Apr-15-2017|2016-17|15,,,
Tennessee|http://www.tn.gov/health/cedep/immunization-program/ip/flu-in-tennessee.html|Influenza-Like Illness Surveillance Summary Archive|4|Low|Apr-22-2017|2016-17|16,,,
Colorado|https://www.colorado.gov/pacific/cdphe/influenza|Influenza Surveillance|4|Low|Apr-29-2017|2016-17|17,,,
South Carolina|http://www.scdhec.gov/Health/DiseasesandConditions/InfectiousDiseases/Flu/FluData/|Influenza Activity and Surveillance|4|Low|Apr-29-2017|2016-17|17,,,
Arizona|http://www.azdhs.gov/phs/oids/epi/flu/index.htm|Influenza & RSV Surveillance|4|Low|May-06-2017|2016-17|18,,,
Arizona|http://www.azdhs.gov/phs/oids/epi/flu/index.htm|Influenza & RSV Surveillance|4|Low|May-20-2017|2016-17|20,,,
Arizona|http://www.azdhs.gov/phs/oids/epi/flu/index.htm|Influenza & RSV Surveillance|4|Low|May-27-2017|2016-17|21,,,
Alaska|http://dhss.alaska.gov/dph/Epi/id/Pages/influenza/influenza.aspx |Influenza Surveillance Report|4|Low|Jun-24-2017|2016-17|25,,,
Arizona|http://www.azdhs.gov/phs/oids/epi/flu/index.htm|Influenza & RSV Surveillance|4|Low|Aug-26-2017|2016-17|34,,,
Mississippi|http://www.msdh.state.ms.us/msdhsite/_static/14,0,199,230.html|Mississippi Flu Surveillance and Influenza-Like Illness Reports|4|Low|Sep-02-2017|2016-17|35
Alaska|http://dhss.alaska.gov/dph/Epi/id/Pages/influenza/influenza.aspx |Influenza Surveillance Report|4|Low|Sep-16-2017|2016-17|37,,,
Alaska|http://dhss.alaska.gov/dph/Epi/id/Pages/influenza/influenza.aspx |Influenza Surveillance Report|4|Low|Sep-23-2017|2016-17|38,,,
Alaska|http://dhss.alaska.gov/dph/Epi/id/Pages/influenza/influenza.aspx |Influenza Surveillance Report|4|Low|Oct-21-2017|2017-18|42,,,
Georgia|https://dph.georgia.gov/flu-activity-georgia|Weekly Influenza Surveillance in Georgia|4|Low|Oct-28-2017|2017-18|43,,,
Louisiana|http://new.dhh.louisiana.gov/index.cfm/page/1591|Influenza|4|Low|Oct-21-2017|2017-18|42,,,
Mississippi|http://www.msdh.state.ms.us/msdhsite/_static/14,0,199,230.html|Mississippi Flu Surveillance and Influenza-Like Illness Reports|4|Low|Nov-04-2017|2017-18|44
Georgia|https://dph.georgia.gov/flu-activity-georgia|Weekly Influenza Surveillance in Georgia|4|Low|Nov-04-2017|2017-18|44,,,
Alabama|http://adph.org/influenza/|Influenza Surveillance|4|Low|Nov-04-2017|2017-18|44,,,
Alabama|http://adph.org/influenza/|Influenza Surveillance|4|Low|Nov-11-2017|2017-18|45,,,
South Dakota|http://doh.sd.gov/diseases/infectious/flu/default.aspx|Influenza Information|4|Low|Nov-11-2017|2017-18|45,,,
Alaska|http://dhss.alaska.gov/dph/Epi/id/Pages/influenza/influenza.aspx |Influenza Surveillance Report|4|Low|Nov-18-2017|2017-18|46,,,
Puerto Rico|http://www.salud.gov.pr/Estadisticas-Registros-y-Publicaciones/Pages/Influenza.aspx|Puerto Rico Departamento de Salud|4|Low|Nov-25-2017|2017-18|47,,,
Virginia|http://www.vdh.virginia.gov/epidemiology/influenza-flu-in-virginia/influenza-surveillance/|Virginia Weekly Influenza Activity Report|4|Low|Nov-25-2017|2017-18|47,,,
Oklahoma|https://www.ok.gov/health/Prevention_and_Preparedness/Acute_Disease_Service/Disease_Information/OK_Flu_View.html|Influenza Information|4|Low|Nov-25-2017|2017-18|47,,,
New York City|http://www1.nyc.gov/site/doh/providers/health-topics/flu-alerts.page|Surveillance Data|4|Low|Nov-18-2017|2017-18|46,,,
Alaska|http://dhss.alaska.gov/dph/Epi/id/Pages/influenza/influenza.aspx |Influenza Surveillance Report|4|Low|Nov-25-2017|2017-18|47,,,
Oklahoma|https://www.ok.gov/health/Prevention_and_Preparedness/Acute_Disease_Service/Disease_Information/OK_Flu_View.html|Influenza Information|4|Low|Dec-02-2017|2017-18|48,,,
District of Columbia|http://doh.dc.gov/page/influenza-season|Influenza Information|4|Low|Dec-02-2017|2017-18|48,,,
South Dakota|http://doh.sd.gov/diseases/infectious/flu/default.aspx|Influenza Information|4|Low|Nov-25-2017|2017-18|47,,,
Arkansas|http://www.healthy.arkansas.gov/programs-services/topics/influenza|Communicable Disease and Immunizations|4|Low|Dec-02-2017|2017-18|48,,,
Indiana|http://www.in.gov/isdh/22104.htm|Influenza in Indiana|4|Low|Dec-09-2017|2017-18|49,,,
South Dakota|http://doh.sd.gov/diseases/infectious/flu/default.aspx|Influenza Information|4|Low|Dec-02-2017|2017-18|48,,,
District of Columbia|http://doh.dc.gov/page/influenza-season|Influenza Information|4|Low|Dec-09-2017|2017-18|49,,,
California|https://www.cdph.ca.gov/Programs/CID/DCDC/Pages/Immunization/Influenza.aspx|Influenza (Flu)|4|Low|Dec-09-2017|2017-18|49,,,
Colorado|https://www.colorado.gov/pacific/cdphe/influenza|Influenza Surveillance|4|Low|Dec-09-2017|2017-18|49,,,
Virginia|http://www.vdh.virginia.gov/epidemiology/influenza-flu-in-virginia/influenza-surveillance/|Virginia Weekly Influenza Activity Report|4|Low|Dec-02-2017|2017-18|48,,,
Wisconsin|http://www.dhs.wisconsin.gov/communicable/influenza/index.htm|Tracking Influenza in Wisconsin|4|Low|Dec-23-2017|2017-18|51,,,
Minnesota|http://www.health.state.mn.us/divs/idepc/diseases/flu/stats/index.html|Weekly Influenza Activity: Statistics|4|Low|Dec-23-2017|2017-18|51,,,
Florida|http://www.floridahealth.gov/diseases-and-conditions/influenza/index.html |Weekly Influenza Surveillance Reports|4|Low|Dec-23-2017|2017-18|51,,,
South Dakota|http://doh.sd.gov/diseases/infectious/flu/default.aspx|Influenza Information|4|Low|Dec-16-2017|2017-18|50,,,
South Dakota|http://doh.sd.gov/diseases/infectious/flu/default.aspx|Influenza Information|4|Low|Dec-09-2017|2017-18|49,,,
District of Columbia|http://doh.dc.gov/page/influenza-season|Influenza Information|4|Low|Dec-16-2017|2017-18|50,,,
Massachusetts|https://www.mass.gov/influenza|Influenza Surveillance Data|4|Low|Dec-16-2017|2017-18|50,,,
Michigan|http://www.michigan.gov/mdch/0,1607,7-132-2940_2955_22779_40563_48357-191722--,00.html|Influenza Activity and Surveillance|4|Low|Dec-16-2017|2017-18|50
New Jersey|http://www.nj.gov/health/cd/topics/flu.shtml|Seasonal Influenza - Surveillance|4|Low|Dec-16-2017|2017-18|50,,,
Oklahoma|https://www.ok.gov/health/Prevention_and_Preparedness/Acute_Disease_Service/Disease_Information/OK_Flu_View.html|Influenza Information|4|Low|Dec-09-2017|2017-18|49,,,
Oregon|http://public.health.oregon.gov/DiseasesConditions/CommunicableDisease/DiseaseSurveillanceData/Influenza/Pages/surveil.aspx|Influenza Disease Surveillance Data|4|Low|Dec-09-2017|2017-18|49,,,
Hawaii|http://health.hawaii.gov/docd/resources/reports/influenza-reports/|Hawaii's Influenza Surveillance Program|4|Low|Dec-09-2017|2017-18|49,,,
Virginia|http://www.vdh.virginia.gov/epidemiology/influenza-flu-in-virginia/influenza-surveillance/|Virginia Weekly Influenza Activity Report|4|Low|Dec-09-2017|2017-18|49,,,
Puerto Rico|http://www.salud.gov.pr/Estadisticas-Registros-y-Publicaciones/Pages/Influenza.aspx|Puerto Rico Departamento de Salud|4|Low|Dec-09-2017|2017-18|49,,,
New York City|http://www1.nyc.gov/site/doh/providers/health-topics/flu-alerts.page|Surveillance Data|4|Low|Dec-09-2017|2017-18|49,,,
Illinois|http://dph.illinois.gov/topics-services/diseases-and-conditions/influenza/influenza-surveillance#publications|Seasonal Influenza Surveillance Reports|4|Low|Mar-17-2018|2017-18|11,,,
Indiana|http://www.in.gov/isdh/22104.htm|Influenza in Indiana|4|Low|Mar-17-2018|2017-18|11,,,
District of Columbia|http://doh.dc.gov/page/influenza-season|Influenza Information|4|Low|Mar-17-2018|2017-18|11,,,
Arkansas|http://www.healthy.arkansas.gov/programs-services/topics/influenza|Communicable Disease and Immunizations|4|Low|Mar-17-2018|2017-18|11,,,
Colorado|https://www.colorado.gov/pacific/cdphe/influenza|Influenza Surveillance|4|Low|Mar-17-2018|2017-18|11,,,
Alabama|http://adph.org/influenza/|Influenza Surveillance|4|Low|Mar-17-2018|2017-18|11,,,
Utah|http://health.utah.gov/epi/diseases/influenza/surveillance/index.html|Seasonal Influenza Weekly Update|4|Low|Mar-10-2018|2017-18|10,,,
New Hampshire|http://www.dhhs.nh.gov/dphs/cdcs/influenza/activity.htm|Influenza Control and Surveillance|4|Low|Mar-10-2018|2017-18|10,,,
Michigan|http://www.michigan.gov/mdch/0,1607,7-132-2940_2955_22779_40563_48357-191722--,00.html|Influenza Activity and Surveillance|4|Low|Mar-10-2018|2017-18|10
Mississippi|http://www.msdh.state.ms.us/msdhsite/_static/14,0,199,230.html|Mississippi Flu Surveillance and Influenza-Like Illness Reports|4|Low|Mar-10-2018|2017-18|10
Oklahoma|https://www.ok.gov/health/Prevention_and_Preparedness/Acute_Disease_Service/Disease_Information/OK_Flu_View.html|Influenza Information|4|Low|Mar-10-2018|2017-18|10,,,
Oregon|http://public.health.oregon.gov/DiseasesConditions/CommunicableDisease/DiseaseSurveillanceData/Influenza/Pages/surveil.aspx|Influenza Disease Surveillance Data|4|Low|Mar-10-2018|2017-18|10,,,
North Carolina|http://www.flu.nc.gov/ |North Carolina Influenza Update|4|Low|Mar-10-2018|2017-18|10,,,
Illinois|http://dph.illinois.gov/topics-services/diseases-and-conditions/influenza/influenza-surveillance#publications|Seasonal Influenza Surveillance Reports|4|Low|Mar-10-2018|2017-18|10,,,
Puerto Rico|http://www.salud.gov.pr/Estadisticas-Registros-y-Publicaciones/Pages/Influenza.aspx|Puerto Rico Departamento de Salud|4|Low|Mar-03-2018|2017-18|9,,,
Nevada|http://dpbh.nv.gov/Programs/OPHIE/dta/Publications/Public_Health_Informatics_and_Epidemiology_(OPHIE)_-_Publications/|Influenza (Flu): Surveillance, News Releases and Brochures|4|Low|Mar-03-2018|2017-18|9,,
District of Columbia|http://doh.dc.gov/page/influenza-season|Influenza Information|4|Low|Mar-03-2018|2017-18|9,,,
Hawaii|http://health.hawaii.gov/docd/resources/reports/influenza-reports/|Hawaii's Influenza Surveillance Program|4|Low|Mar-03-2018|2017-18|9,,,
Tennessee|http://www.tn.gov/health/cedep/immunization-program/ip/flu-in-tennessee.html|Influenza-Like Illness Surveillance Summary Archive|4|Low|Feb-24-2018|2017-18|8,,,
Washington|http://www.doh.wa.gov/DataandStatisticalReports/DiseasesandChronicConditions/CommunicableDiseaseSurveillanceData/InfluenzaSurveillanceData|Influenza Update|4|Low|Feb-24-2018|2017-18|8,,,
Washington|http://www.doh.wa.gov/DataandStatisticalReports/DiseasesandChronicConditions/CommunicableDiseaseSurveillanceData/InfluenzaSurveillanceData|Influenza Update|4|Low|Feb-17-2018|2017-18|7,,,
Idaho|http://flu.idaho.gov|Influenza|4|Low|Feb-17-2018|2017-18|7,,,
North Dakota|http://www.ndflu.com/default.aspx|Influenza|4|Low|Feb-24-2018|2017-18|8,,,
Hawaii|http://health.hawaii.gov/docd/resources/reports/influenza-reports/|Hawaii's Influenza Surveillance Program|4|Low|Feb-24-2018|2017-18|8,,,
Iowa|http://idph.iowa.gov/influenza/surveillance|Iowa Influenza Surveillance Network|4|Low|Feb-24-2018|2017-18|8,,,
Florida|http://www.floridahealth.gov/diseases-and-conditions/influenza/index.html |Weekly Influenza Surveillance Reports|4|Low|Feb-24-2018|2017-18|8,,,
North Dakota|http://www.ndflu.com/default.aspx|Influenza|4|Low|Feb-03-2018|2017-18|5,,,
Utah|http://health.utah.gov/epi/diseases/influenza/surveillance/index.html|Seasonal Influenza Weekly Update|4|Low|Feb-03-2018|2017-18|5,,,
Iowa|http://idph.iowa.gov/influenza/surveillance|Iowa Influenza Surveillance Network|4|Low|Jan-13-2018|2017-18|2,,,
North Carolina|http://www.flu.nc.gov/ |North Carolina Influenza Update|4|Low|Jan-06-2018|2017-18|1,,,
Connecticut|http://www.portal.ct.gov/DPH/Infectious-Diseases/Flu/Influenza-Surveillance-and-Statistics|Flu Statistics|4|Low|Jan-06-2018|2017-18|1,,,
Utah|http://health.utah.gov/epi/diseases/influenza/surveillance/index.html|Seasonal Influenza Weekly Update|4|Low|Dec-30-2017|2017-18|52,,,
New York|http://www.health.ny.gov/diseases/communicable/influenza/surveillance/|Influenza Activity, Surveillance and Reports|4|Low|Dec-30-2017|2017-18|52,,
Connecticut|http://www.portal.ct.gov/DPH/Infectious-Diseases/Flu/Influenza-Surveillance-and-Statistics|Flu Statistics|4|Low|Dec-30-2017|2017-18|52,,,
North Dakota|http://www.ndflu.com/default.aspx|Influenza|4|Low|Jan-27-2018|2017-18|4,,,
Utah|http://health.utah.gov/epi/diseases/influenza/surveillance/index.html|Seasonal Influenza Weekly Update|4|Low|Jan-13-2018|2017-18|2,,,
North Dakota|http://www.ndflu.com/default.aspx|Influenza|4|Low|Jan-20-2018|2017-18|3,,,
Vermont|http://www.healthvermont.gov/immunizations-infectious-disease/influenza/flu-activity-and-surveillance|Flu Activity|4|Low|Apr-21-2018|2017-18|16,,,
Arizona|http://www.azdhs.gov/phs/oids/epi/flu/index.htm|Influenza & RSV Surveillance|4|Low|Apr-21-2018|2017-18|16,,,
Virginia|http://www.vdh.virginia.gov/epidemiology/influenza-flu-in-virginia/influenza-surveillance/|Virginia Weekly Influenza Activity Report|4|Low|Apr-14-2018|2017-18|15,,,
Rhode Island|http://www.health.ri.gov/data/flu/index.php|Influenza Surveillance|4|Low|Apr-14-2018|2017-18|15,,,
West Virginia|http://www.dhhr.wv.gov/oeps/disease/flu/Pages/fluSurveillance.aspx|Current Influenza Surveillance|4|Low|Apr-07-2018|2017-18|14,,,
Georgia|https://dph.georgia.gov/flu-activity-georgia|Weekly Influenza Surveillance in Georgia|4|Low|Apr-14-2018|2017-18|15,,,
Kentucky|https://chfs.ky.gov/agencies/dph/dehp/idb/Pages/influenza.aspx|Influenza - Flu|4|Low|Apr-14-2018|2017-18|15,,,
Indiana|http://www.in.gov/isdh/22104.htm|Influenza in Indiana|4|Low|Apr-14-2018|2017-18|15,,,
Massachusetts|https://www.mass.gov/influenza|Influenza Surveillance Data|4|Low|Apr-14-2018|2017-18|15,,,
Pennsylvania|http://www.flufreepa.com|Influenza Weekly Report |4|Low|Apr-07-2018|2017-18|14,,,
Vermont|http://www.healthvermont.gov/immunizations-infectious-disease/influenza/flu-activity-and-surveillance|Flu Activity|4|Low|Apr-07-2018|2017-18|14,,,
Georgia|https://dph.georgia.gov/flu-activity-georgia|Weekly Influenza Surveillance in Georgia|4|Low|Apr-07-2018|2017-18|14,,,
Hawaii|http://health.hawaii.gov/docd/resources/reports/influenza-reports/|Hawaii's Influenza Surveillance Program|4|Low|Apr-07-2018|2017-18|14,,,
Indiana|http://www.in.gov/isdh/22104.htm|Influenza in Indiana|4|Low|Apr-07-2018|2017-18|14,,,
Massachusetts|https://www.mass.gov/influenza|Influenza Surveillance Data|4|Low|Apr-07-2018|2017-18|14,,,
